0.1447,0.0788,0.6287,0.4984,-0.1846,-2.0783
0.1196,-0.0703,0.3530,-0.1553,0.2236,1.5076
0.0421,0.0425,0.5671,-0.1762,0.7996,-1.5948
-0.0906,0.0050,0.4463,0.2438,0.4431,-1.5002
-0.1177,0.0515,0.5169,0.1764,0.5554,-1.4758
-0.1587,0.0050,0.3768,0.2878,-0.1649,-1.0762
-0.0061,-0.0597,0.5962,0.2330,0.2568,-0.8713
0.0558,-0.0701,0.6634,-0.1118,0.4271,-1.3191
-0.2320,0.1216,0.5560,0.3235,-0.2088,-1.8882
0.0331,0.0048,0.5292,0.0038,0.0692,-1.5393
-0.0681,-0.0330,0.5133,-0.4535,0.2995,-1.1025
0.0376,0.1031,0.5459,-0.4906,0.4848,-1.8370
-0.0698,0.0633,0.4026,-0.4507,0.4060,-1.5560
-0.0975,0.0649,0.3896,-0.0385,0.0166,-1.6017
-0.2566,0.1314,0.5249,0.0012,0.0290,-1.5934
0.0501,0.1297,0.5194,-0.0107,0.0498,-1.5835
-0.0266,-0.0597,0.4384,0.0571,0.1989,-0.6795
-0.0523,-0.0401,0.6280,-0.3077,0.7907,-1.0134
0.1137,-0.0460,0.3817,0.0340,-0.0448,1.5556
-0.0232,0.0269,0.5756,-0.6533,0.6733,-1.5064
0.0965,-0.1562,0.5883,-0.0043,0.4883,1.2540
0.0137,0.1697,0.6656,0.3879,0.7395,-2.4049
-0.0927,-0.0472,0.7288,0.1634,0.3488,-0.5175
0.1596,-0.0390,0.6827,-0.6270,0.5592,1.3816
-0.1285,0.0240,0.6198,0.2774,0.2706,-1.6457
-0.0703,-0.0167,0.6804,-0.4431,0.6543,-0.8765
-0.1647,-0.0139,0.5522,-0.3489,0.4954,-1.1566
0.0144,0.0003,0.5545,0.2246,0.6692,-1.6237
-0.0805,-0.0134,0.4775,-0.1277,0.0127,-1.4921
-0.1629,0.0288,0.4213,0.6263,-0.5484,-1.3966
-0.1167,0.0353,0.3906,-0.1946,-0.2083,-1.5600
-0.0903,0.0980,0.5627,0.4056,0.2675,-1.5535
0.0273,0.0445,0.6388,0.2123,-0.0150,-1.5697
-0.1853,0.0408,0.7115,-0.0406,0.2866,-1.6416
-0.1961,-0.0646,0.6351,0.5713,0.8369,-1.4029
